correctness,confidence,entropy,modified entropy,scaled logits
1,0.99999934,-9.65944e-06,-5.495998e-13,14.237637
1,0.9999969,-4.4399e-05,-1.7819109e-11,12.684285
1,0.9999554,-0.0005722833,-2.3492477e-09,10.018085
1,0.99998873,-0.00014191677,-2.5276414e-10,11.393774
1,0.9999999,-2.7460326e-06,-2.8383315e-14,15.942385
1,0.99999523,-6.4918e-05,-4.029601e-11,12.253501
1,0.99999845,-2.365044e-05,-4.7692492e-12,13.377435
1,0.9999999,-3.5619128e-06,-3.248357e-14,15.942385
1,0.99999523,-6.819422e-05,-3.402703e-11,12.253501
1,0.99999934,-7.934288e-06,-4.8658685e-13,14.237637
1,0.9999179,-0.0009077946,-1.17117445e-08,9.407787
1,0.9998776,-0.001390012,-1.9582174e-08,9.007866
1,0.9999028,-0.001074585,-1.4106398e-08,9.238486
1,0.9999968,-4.7389785e-05,-1.4996117e-11,12.646545
1,0.9997427,-0.0026357202,-9.619302e-08,8.264959
1,0.9999975,-3.6483776e-05,-1.0451822e-11,12.897861
1,0.9999974,-3.931997e-05,-1.0468537e-11,12.85134
1,0.9999742,-0.00032248872,-1.0034913e-09,10.564769
1,0.99999535,-6.5783934e-05,-3.533576e-11,12.278819
1,0.99995047,-0.00061623624,-3.0647258e-09,9.912853
1,0.99999934,-1.0251297e-05,-7.7942785e-13,14.237637
1,0.9999999,-2.3214106e-06,-1.9486301e-14,15.942385
1,0.9999888,-0.00015509686,-1.6125365e-10,11.399079
1,0.9999995,-7.898652e-06,-3.6684788e-13,14.55609
1,0.99997187,-0.00033246996,-1.4971026e-09,10.478525
1,0.99999976,-5.1313223e-06,-1.1421043e-13,15.249238
1,0.99989426,-0.0011244586,-2.0113795e-08,9.154434
1,0.9999963,-5.294301e-05,-1.966962e-11,12.508394
1,0.999989,-0.0001493469,-1.766227e-10,11.415166
1,0.9999982,-2.7505519e-05,-4.002507e-12,13.234333
1,0.9999931,-9.050482e-05,-9.162661e-11,11.881935
1,0.999996,-5.7843252e-05,-2.641428e-11,12.430836
1,0.99999845,-2.3993016e-05,-3.0027341e-12,13.377435
1,0.99992204,-0.0008311382,-1.1678753e-08,9.4592
1,1.0,-5.071837e-07,-0.0,inf
1,0.9999991,-1.2824023e-05,-1.1816788e-12,13.927482
1,1.0,-6.7999395e-07,-0.0,inf
1,0.99985677,-0.0016281845,-2.6611263e-08,8.850916
1,0.9999995,-8.113787e-06,-3.4550214e-13,14.55609
1,0.9992884,-0.0068819057,-6.704081e-07,7.247255
1,0.999302,-0.0063801757,-7.6107807e-07,7.266636
1,0.99998957,-0.00014674655,-1.4459287e-10,11.470736
1,0.9999933,-9.036605e-05,-7.3198905e-11,11.9170265
1,0.9972433,-0.022793414,-9.9906765e-06,5.890955
1,0.9999852,-0.00018014817,-4.3324433e-10,11.122088
1,0.9998733,-0.0013546132,-2.4639071e-08,8.973408
1,0.9999987,-1.9567196e-05,-2.4220608e-12,13.544489
1,0.9999688,-0.00037626253,-1.6599643e-09,10.375919
1,0.9997831,-0.0021095169,-8.9032646e-08,8.435851
1,0.9987457,-0.01117476,-2.125571e-06,6.6799064
1,0.9999973,-4.0763425e-05,-1.0338133e-11,12.828867
1,0.99998474,-0.0002055739,-3.0821562e-10,11.09034
1,0.9999789,-0.00026911448,-6.830736e-10,10.766214
1,0.99821657,-0.01554355,-4.1584863e-06,6.3274317
1,0.9999548,-0.000559908,-2.6801517e-09,10.004804
1,0.99983305,-0.0017879489,-4.2218e-08,8.697634
1,0.99999964,-5.257718e-06,-1.4446209e-13,14.843773
1,0.9999793,-0.00026674737,-6.481743e-10,10.786187
1,0.99998343,-0.00020681875,-4.8907833e-10,11.0078945
1,0.9999882,-0.00015504932,-2.0704606e-10,11.347254
1,0.9999989,-1.6558888e-05,-1.7612509e-12,13.745159
1,0.9999995,-8.919067e-06,-3.148611e-13,14.55609
1,0.9999875,-0.0001725905,-2.1231703e-10,11.288412
1,0.9999836,-0.00020786715,-4.679811e-10,11.018744
1,0.9998022,-0.0020199784,-6.4445175e-08,8.527916
1,0.9998474,-0.0017086884,-3.001612e-08,8.787618
1,0.99995667,-0.00053182535,-2.514233e-09,10.046562
1,0.9999988,-1.7805998e-05,-2.4720382e-12,13.639799
1,0.99999523,-6.850945e-05,-3.3237493e-11,12.253501
1,0.9994777,-0.0050615706,-3.8119163e-07,7.5567164
1,0.99999934,-8.960438e-06,-5.7783964e-13,14.237637
1,0.99995774,-0.00048919587,-3.2187901e-09,10.071634
1,0.9982217,-0.013040965,-6.3289103e-06,6.330315
1,0.99936134,-0.0058045913,-6.4267033e-07,7.3554935
1,0.999993,-9.227979e-05,-9.718325e-11,11.873351
1,0.999986,-0.00017702734,-3.4305062e-10,11.175933
1,0.9999728,-0.0003307645,-1.2536121e-09,10.513012
1,0.9998247,-0.0018676054,-4.4475215e-08,8.648852
1,0.9999732,-0.00034039535,-1.0272704e-09,10.526258
1,0.99999976,-5.0219996e-06,-9.418438e-14,15.249238
1,0.99999845,-2.3742376e-05,-4.1531396e-12,13.377435
1,0.99971247,-0.0030156495,-1.1561477e-07,8.153886
1,0.99999005,-0.00012845115,-1.8401598e-10,11.517529
1,0.9999852,-0.0001837928,-4.0183376e-10,11.122088
1,0.9982931,-0.013758559,-4.779444e-06,6.3713694
1,0.9999341,-0.0007225604,-8.090634e-09,9.626962
1,0.99999326,-9.572125e-05,-6.263883e-11,11.908138
1,0.99992007,-0.00089589006,-1.05629505e-08,9.434281
1,0.9993911,-0.005149632,-7.3664313e-07,7.403213
1,0.999908,-0.0010582072,-1.1713011e-08,9.293308
1,0.9999896,-0.00013673563,-1.8539373e-10,11.476467
1,0.9994996,-0.004856103,-3.4954303e-07,7.5996404
1,0.99999666,-4.9422066e-05,-1.4531569e-11,12.610177
1,0.99966836,-0.003286878,-1.5986704e-07,8.011128
1,1.0,-9.074843e-08,-0.0,inf
1,0.99994576,-0.00067243783,-3.6105436e-09,9.822034
1,0.9998681,-0.0014177149,-2.8287817e-08,8.933296
1,0.9999989,-1.6235357e-05,-1.8068492e-12,13.745159
1,0.9999991,-1.4095971e-05,-9.953594e-13,13.927482
1,0.9999988,-1.7538323e-05,-2.585086e-12,13.639799
1,0.9999464,-0.0006367918,-4.12619e-09,9.834196
1,0.99999934,-1.0570526e-05,-5.807042e-13,14.237637
1,0.99993014,-0.00082111126,-6.9092225e-09,9.568995
1,1.0,-1.974458e-06,-5.57934e-15,inf
1,0.99998426,-0.00021100508,-3.3773817e-10,11.059567
1,0.99964297,-0.003588535,-1.7411568e-07,7.937329
1,0.99995965,-0.000498106,-2.2173545e-09,10.117821
1,0.9999909,-0.00012330366,-1.2672283e-10,11.605085
1,0.99993765,-0.00072744663,-5.5609863e-09,9.682741
1,0.99808234,-0.016675875,-4.9249893e-06,6.2547297
1,0.99999803,-3.0050503e-05,-5.4903226e-12,13.139023
1,0.99999905,-1.5809488e-05,-1.5153115e-12,13.862943
1,0.99999535,-6.470915e-05,-3.4657947e-11,12.278819
1,0.99998146,-0.0002487025,-4.5408655e-10,10.8957205
1,0.9999982,-2.8907236e-05,-4.8188294e-12,13.234333
1,0.99963164,-0.0037308496,-1.8596228e-07,7.9060903
1,0.9999957,-6.2454434e-05,-2.8218478e-11,12.358862
1,1.0,-1.4940388e-06,-2.6408126e-15,inf
1,0.999993,-9.398467e-05,-8.630482e-11,11.873351
1,0.9998403,-0.0016945298,-3.958201e-08,8.742174
1,0.99998343,-0.00021871354,-3.8742165e-10,11.0078945
1,0.9999991,-1.3281359e-05,-1.4919114e-12,13.927482
1,0.9997722,-0.0023376767,-7.7918976e-08,8.386775
1,0.9998074,-0.0018617506,-7.294009e-08,8.554792
1,1.0,-8.9961856e-07,-0.0,inf
1,0.99999523,-6.7327295e-05,-3.5736768e-11,12.253501
1,0.9995277,-0.004724876,-2.8951663e-07,7.6574087
1,0.9997189,-0.002927986,-1.0706649e-07,8.176535
1,0.999996,-6.0124796e-05,-2.1295313e-11,12.430836
1,0.9999995,-7.6211636e-06,-2.842319e-13,14.55609
1,0.9999969,-4.503269e-05,-1.5652372e-11,12.684285
1,0.96905476,-0.16717528,-0.0014613623,3.4441018
1,0.9999976,-3.6558013e-05,-8.251548e-12,12.9466505
1,0.99998873,-0.00015268612,-1.819302e-10,11.393774
1,0.99996996,-0.0003666993,-1.418571e-09,10.412926
1,0.9996655,-0.0034194007,-1.477487e-07,8.002536
1,0.9999993,-1.1950168e-05,-1.0282453e-12,14.150625
1,0.99994135,-0.0006557471,-6.1905276e-09,9.743848
1,0.9999987,-2.0255025e-05,-2.5970877e-12,13.544489
1,0.9999342,-0.00071946665,-8.109794e-09,9.628772
1,0.99999976,-4.3715218e-06,-1.1357783e-13,15.249238
1,0.9998878,-0.0011992322,-2.1570987e-08,9.09533
1,0.99996424,-0.00041939467,-2.2412023e-09,10.238567
1,1.0,-7.566571e-07,-0.0,inf
1,0.9998805,-0.0013449789,-1.9580575e-08,9.032014
1,1.0,-6.31105e-07,-1.9069371e-15,inf
1,0.9999863,-0.00018634289,-2.443134e-10,11.197439
1,0.99999154,-0.00011805193,-9.9329656e-11,11.679697
1,0.9999988,-1.8635914e-05,-2.25466e-12,13.639799
1,0.9864637,-0.078514494,-0.00032876479,4.2887535
1,0.9999591,-0.00046031087,-3.2709302e-09,10.104614
1,0.9999999,-2.252124e-06,-1.821853e-14,15.942385
1,0.9993698,-0.005847421,-5.8498443e-07,7.368843
1,0.99995196,-0.00058036804,-3.2754164e-09,9.9434
1,0.99999523,-6.997128e-05,-2.8653961e-11,12.253501
1,0.9999987,-2.3245757e-05,-2.1187353e-12,13.544489
1,0.99999386,-8.6969725e-05,-5.313593e-11,12.000797
1,0.9999989,-1.7888007e-05,-1.5758599e-12,13.745159
1,0.9999517,-0.00056670624,-3.6823151e-09,9.93845
1,0.9998792,-0.0013080796,-2.3538973e-08,9.021099
1,0.9996888,-0.0033626463,-1.1717265e-07,8.074777
1,0.9995147,-0.0042405603,-4.6287806e-07,7.6302557
1,0.99994856,-0.00057160604,-5.089926e-09,9.875066
1,0.9996325,-0.0034783864,-2.3191934e-07,7.908359
1,0.999998,-3.00407e-05,-6.0152456e-12,13.10917
1,0.9999834,-0.00021003213,-4.8866367e-10,11.004304
1,0.99998873,-0.00014188487,-2.4461252e-10,11.393774
1,0.99986964,-0.0013722675,-2.9130344e-08,8.945116
1,0.99983746,-0.0016864021,-4.4660545e-08,8.724413
1,0.99993867,-0.0006832811,-6.9157284e-09,9.699128
1,0.9999991,-1.49150355e-05,-1.277163e-12,13.927482
1,0.99999785,-3.11572e-05,-7.428502e-12,13.0520115
1,0.9999591,-0.00047696356,-2.891085e-09,10.104614
1,0.99951494,-0.004308487,-4.4546073e-07,7.6307473
1,0.99983543,-0.0017070355,-4.6006527e-08,8.71202
1,0.99997956,-0.0002595768,-6.3748884e-10,10.797782
1,0.9992279,-0.0069469525,-9.338705e-07,7.1656
1,0.9999976,-3.404026e-05,-1.1116989e-11,12.9466505
1,0.99999666,-5.071811e-05,-1.3745065e-11,12.610177
1,0.9999783,-0.00027375907,-6.9621275e-10,10.738357
1,0.9999976,-3.4580713e-05,-9.830706e-12,12.9466505
1,0.9999991,-1.3363955e-05,-1.168776e-12,13.927482
1,0.9999028,-0.0010715192,-1.5617534e-08,9.238486
1,0.99990684,-0.0010170261,-1.4919042e-08,9.281076
1,0.9999987,-2.0911602e-05,-2.3690568e-12,13.544489
1,0.9994055,-0.005186351,-6.6390675e-07,7.427201
1,0.9999963,-5.3322332e-05,-2.1969567e-11,12.508394
1,0.9999535,-0.00051162817,-4.3186463e-09,9.9761915
1,0.9999931,-9.0579815e-05,-9.248427e-11,11.881935
1,0.9999983,-2.4962665e-05,-4.2699212e-12,13.268235
1,0.99992204,-0.0009250068,-8.192005e-09,9.4592
1,0.99999964,-5.488636e-06,-1.6529357e-13,14.843773
1,0.9999933,-9.2568225e-05,-6.7120746e-11,11.9170265
1,0.9999982,-2.8294617e-05,-4.163322e-12,13.234333
1,0.9983966,-0.013457651,-3.6918018e-06,6.434009
