correctness,confidence,entropy,modified entropy,scaled logits
1,0.99999976,-5.417741e-06,-9.3979735e-14,15.249238
1,0.9998801,-0.001401551,-1.7648315e-08,9.028528
1,0.9999983,-2.625915e-05,-3.8268035e-12,13.268235
1,0.99998844,-0.00015544608,-1.9185184e-10,11.367662
1,0.9988373,-0.009881651,-2.185612e-06,6.7558403
1,0.9999991,-1.4340326e-05,-1.1249836e-12,13.927482
1,0.9999995,-8.428994e-06,-4.0940336e-13,14.55609
1,0.99999845,-2.47457e-05,-3.4339049e-12,13.377435
1,0.9999993,-1.3443456e-05,-7.404202e-13,14.150625
1,0.9994896,-0.004740461,-4.077866e-07,7.579816
1,0.99999774,-3.4618966e-05,-6.5334235e-12,12.997944
1,0.9974505,-0.020111464,-9.431616e-06,5.969294
1,0.99999976,-5.2954247e-06,-7.199797e-14,15.249238
1,1.0,-7.6696335e-07,-2.2024746e-15,inf
1,0.9999993,-1.1411776e-05,-6.668034e-13,14.150625
1,0.99992144,-0.00094166974,-7.862405e-09,9.451583
1,0.9999975,-3.866481e-05,-7.737747e-12,12.897861
1,0.9999952,-6.893593e-05,-3.596789e-11,12.241078
1,0.99999857,-2.2353437e-05,-3.3461038e-12,13.457478
1,1.0,-1.5885653e-06,-2.4634054e-15,inf
1,0.99998,-0.000251672,-6.074071e-10,10.818401
1,0.9994175,-0.0052750525,-5.7671707e-07,7.447571
1,0.99999046,-0.00013072432,-1.3104541e-10,11.560349
1,0.9999801,-0.0002494518,-6.651657e-10,10.824371
1,0.99999607,-5.7835427e-05,-2.047045e-11,12.445873
1,0.99994785,-0.0005680815,-5.445376e-09,9.861257
1,0.99998474,-0.00020478772,-3.1017677e-10,11.09034
1,0.99968874,-0.0032750538,-1.2696353e-07,8.074585
1,0.99999434,-7.931865e-05,-4.8269215e-11,12.08165
1,0.99999845,-2.2810342e-05,-3.7815714e-12,13.377435
1,0.99993896,-0.0007046486,-5.563088e-09,9.7039995
1,0.9999958,-5.978727e-05,-2.5766066e-11,12.3870325
1,0.99999225,-0.00010681807,-8.3471924e-11,11.76799
1,0.9999982,-2.8768052e-05,-4.236221e-12,13.234333
1,0.99987197,-0.00144346,-2.2626738e-08,8.963112
1,0.99999976,-5.26862e-06,-8.504047e-14,15.249238
1,0.9994297,-0.005728462,-4.1162508e-07,7.4687824
1,0.9991444,-0.0075647333,-1.1322184e-06,7.062823
1,0.99999785,-3.2492484e-05,-8.10822e-12,13.0520115
1,0.99999666,-4.926688e-05,-1.6134566e-11,12.610177
1,0.9999974,-3.799612e-05,-1.0561083e-11,12.85134
1,0.99992716,-0.0008669202,-6.889601e-09,9.527215
1,0.9996303,-0.0035886783,-2.068312e-07,7.9023743
1,0.99999547,-6.233368e-05,-3.652171e-11,12.304794
1,0.9999738,-0.00034591477,-8.632973e-10,10.548732
1,0.99989295,-0.0012101543,-1.5752677e-08,9.142108
1,0.9999441,-0.0006320876,-5.504378e-09,9.791726
1,0.9999976,-3.4891335e-05,-9.270245e-12,12.9466505
1,0.9999983,-2.6494597e-05,-4.2522214e-12,13.268235
1,0.99999976,-3.7781017e-06,-7.6128055e-14,15.249238
1,0.9995217,-0.0042686886,-4.30395e-07,7.644737
1,0.9958611,-0.02859779,-3.1208037e-05,5.483181
1,0.99975294,-0.0023825166,-1.13786946e-07,8.305627
1,0.99999094,-0.00011985526,-1.4145723e-10,11.611643
1,0.9999845,-0.00019823009,-4.1531523e-10,11.074835
1,0.9999958,-5.6726603e-05,-3.116947e-11,12.3870325
1,0.999956,-0.00051649625,-3.224732e-09,10.031545
1,1.0,-5.4965665e-07,-0.0,inf
1,0.99998915,-0.00014848204,-1.5796194e-10,11.431515
1,0.99999934,-1.1550725e-05,-6.000178e-13,14.237637
1,0.99939686,-0.00599297,-4.5245415e-07,7.412759
1,0.99974394,-0.0027110197,-9.1877155e-08,8.269836
1,0.9999989,-1.634616e-05,-1.8562506e-12,13.745159
1,0.9997198,-0.0027891777,-1.2737566e-07,8.179722
1,0.9999999,-2.24394e-06,-2.6736624e-14,15.942385
1,0.9999793,-0.00025797496,-7.33513e-10,10.786187
1,0.9999548,-0.0005390035,-3.0325509e-09,10.004804
1,0.9995958,-0.0037498511,-2.908314e-07,7.813248
1,0.99999857,-2.111735e-05,-3.8991544e-12,13.457478
1,0.9999747,-0.0002979144,-1.2299459e-09,10.585773
1,0.99999845,-2.2459642e-05,-4.1355144e-12,13.377435
1,1.0,-7.8235763e-07,-1.9257281e-15,inf
1,0.99979186,-0.0021841193,-6.468553e-08,8.477095
1,0.99999434,-7.7174234e-05,-6.21296e-11,12.08165
1,0.9999999,-2.8579234e-06,-2.9027125e-14,15.942385
1,0.9999856,-0.0001860646,-3.220034e-10,11.14658
1,0.9998961,-0.0011281841,-1.8238259e-08,9.172066
1,0.9999999,-3.0305396e-06,-2.8930248e-14,15.942385
1,0.99999976,-4.088108e-06,-7.451845e-14,15.249238
1,0.99962896,-0.0033491135,-2.684879e-07,7.8988323
1,0.9999993,-1.1732856e-05,-8.0982747e-13,14.150625
1,0.9999975,-3.6454097e-05,-1.0455407e-11,12.897861
1,0.99999964,-4.8138418e-06,-1.6242e-13,14.843773
1,1.0,-2.9910507e-07,-0.0,inf
1,0.9998938,-0.0010990908,-2.177268e-08,9.149935
1,0.9999952,-7.1088245e-05,-2.9983002e-11,12.241078
1,0.9999849,-0.00019654512,-3.375134e-10,11.102128
1,0.99999654,-5.1969142e-05,-1.5895384e-11,12.575086
1,0.9999088,-0.0010798514,-1.0445663e-08,9.302418
1,1.0,-7.752553e-07,-0.0,inf
1,0.999961,-0.0004861328,-2.120215e-09,10.152386
1,0.9999999,-3.506414e-06,-3.034175e-14,15.942385
1,0.9999875,-0.00016488216,-2.368137e-10,11.288412
1,0.9999939,-8.687758e-05,-5.0521524e-11,12.010553
1,0.99999803,-2.920456e-05,-4.9978897e-12,13.139023
1,1.0,-7.3347553e-07,-0.0,inf
1,0.9999862,-0.00017813806,-3.1161435e-10,11.188781
1,0.9999987,-2.0293635e-05,-2.7675735e-12,13.544489
1,0.9999839,-0.00019603658,-5.0812304e-10,11.037094
1,0.9999847,-0.000203281,-3.2234754e-10,11.086441
1,0.99616206,-0.028621092,-2.1932308e-05,5.5589733
1,0.9999995,-8.621462e-06,-2.742702e-13,14.55609
1,0.9995214,-0.0045446553,-3.495556e-07,7.644114
1,0.99950206,-0.004460952,-4.639753e-07,7.6045384
1,0.9994279,-0.0053236643,-5.065078e-07,7.46565
1,0.9999637,-0.00042926715,-2.1984932e-09,10.223678
1,0.9998765,-0.0014400063,-1.8842988e-08,8.999139
1,0.9982816,-0.013221592,-5.5421365e-06,6.3646407
1,0.99996126,-0.00046049128,-2.4068323e-09,10.158522
1,0.99998915,-0.00014204686,-2.0597378e-10,11.431515
1,0.99999976,-4.657167e-06,-1.4412549e-13,15.249238
1,0.9999823,-0.00023515438,-4.298046e-10,10.941783
1,0.9989126,-0.008553159,-2.3542837e-06,6.8228526
1,0.99996865,-0.00037161043,-1.797419e-09,10.3702
1,0.9999882,-0.00016173389,-1.8498968e-10,11.347254
1,0.999112,-0.0077473638,-1.2612009e-06,7.0256615
1,0.9977505,-0.016131481,-1.0013075e-05,6.094805
1,0.99999386,-8.755159e-05,-5.5039237e-11,12.000797
1,0.99998,-0.00025992672,-5.3680743e-10,10.818401
1,0.9999839,-0.000213937,-3.5486244e-10,11.037094
1,0.9999879,-0.00015759341,-2.4133368e-10,11.322314
1,0.9999999,-2.3585276e-06,-1.6896507e-14,15.942385
1,0.9999952,-6.9691436e-05,-3.5965668e-11,12.241078
1,0.9999995,-7.143939e-06,-2.948101e-13,14.55609
1,0.9999554,-0.000544316,-2.7930294e-09,10.018085
1,0.9998429,-0.0017247989,-3.3499337e-08,8.758357
1,0.9999988,-1.828003e-05,-2.245371e-12,13.639799
1,0.99964917,-0.0036025317,-1.5918708e-07,7.9548497
1,0.9999621,-0.00046212866,-2.1630975e-09,10.180296
1,0.99999976,-4.520144e-06,-1.1214532e-13,15.249238
1,0.9999989,-1.7112423e-05,-1.7776767e-12,13.745159
1,0.9999894,-0.00014160668,-1.8032612e-10,11.453738
1,0.9999548,-0.00056747854,-2.5990834e-09,10.004804
1,0.9913796,-0.049583074,-0.00014923094,4.7449684
1,0.9997892,-0.0023080655,-5.727868e-08,8.464288
1,0.9999999,-2.6416208e-06,-3.1335747e-14,15.942385
1,0.999845,-0.00157552,-4.403121e-08,8.772111
1,0.9985448,-0.013357535,-2.594623e-06,6.531164
1,0.9999993,-1.1417693e-05,-5.906122e-13,14.150625
1,0.99999803,-2.8233082e-05,-6.5473087e-12,13.139023
1,0.99997056,-0.0003552164,-1.4581706e-09,10.432967
1,0.99999034,-0.00013542734,-1.2191528e-10,11.547926
1,0.9999925,-0.00010491443,-7.5479456e-11,11.799243
1,0.9999991,-1.4208109e-05,-1.3182405e-12,13.927482
1,0.9999976,-3.5959863e-05,-8.372864e-12,12.9466505
1,0.99923986,-0.006567763,-1.0395479e-06,7.18125
1,0.99987435,-0.0013286968,-2.7087651e-08,8.981912
1,0.9997569,-0.002621663,-7.5387796e-08,8.321682
1,0.9998232,-0.0019134826,-4.5603976e-08,8.640386
1,0.99999905,-1.5219664e-05,-1.6976717e-12,13.862943
1,0.9999987,-2.0375306e-05,-2.228374e-12,13.544489
1,0.9999976,-3.6220797e-05,-8.259185e-12,12.9466505
1,0.99723923,-0.020584475,-1.332641e-05,5.8894815
1,0.9999408,-0.0006710619,-6.1546963e-09,9.734742
1,0.99999803,-2.9299043e-05,-5.1290265e-12,13.139023
1,0.99957186,-0.003918136,-3.374869e-07,7.7556314
1,0.9998692,-0.0014165565,-2.599677e-08,8.94192
1,0.999998,-3.0508896e-05,-5.936424e-12,13.10917
1,0.9997741,-0.0022451647,-9.0550955e-08,8.395185
1,0.9999914,-0.0001217352,-9.0629976e-11,11.66571
1,0.9999807,-0.00025053404,-5.4120153e-10,10.85477
1,0.99891096,-0.009718794,-1.772131e-06,6.8213725
1,0.9995489,-0.004466141,-2.7794533e-07,7.7033973
1,0.99999964,-6.454346e-06,-2.9040935e-13,14.843773
1,0.99975634,-0.0024530138,-9.897965e-08,8.319477
1,0.999905,-0.0011073367,-1.20311885e-08,9.2614355
1,0.99997145,-0.00035087502,-1.2608186e-09,10.463803
1,0.9999907,-0.00012363947,-1.446413e-10,11.585667
1,0.99999475,-7.69396e-05,-3.6603897e-11,12.158191
1,0.9999956,-6.640033e-05,-2.5083732e-11,12.331463
1,0.9997474,-0.002356541,-1.2698004e-07,8.283433
1,0.9999995,-7.958359e-06,-3.2365088e-13,14.55609
1,0.99999964,-5.1583775e-06,-1.6550857e-13,14.843773
1,0.98728895,-0.06857354,-0.00032376812,4.3524914
1,0.99999976,-4.0328036e-06,-8.945329e-14,15.249238
1,0.99995774,-0.0005176029,-2.5309288e-09,10.071634
1,0.9999906,-0.00013495325,-1.08697336e-10,11.572927
1,0.9999911,-0.00011713494,-1.4759068e-10,11.6315775
1,0.9999494,-0.0005621978,-4.9686815e-09,9.891422
1,0.9999968,-4.7781403e-05,-1.5024443e-11,12.646545
1,0.9999554,-0.00052369107,-3.2942276e-09,10.018085
1,0.99996716,-0.00040425733,-1.5566459e-09,10.323765
1,0.999856,-0.001599372,-2.7724314e-08,8.84552
1,0.99999976,-5.090558e-06,-1.3700778e-13,15.249238
1,0.9999995,-7.3852175e-06,-2.8965724e-13,14.55609
1,0.9999691,-0.0003819483,-1.3772876e-09,10.385527
1,0.99998254,-0.0002222374,-4.7726045e-10,10.955342
1,0.9998271,-0.0018878873,-4.0146688e-08,8.662549
1,0.9919143,-0.05551736,-9.313766e-05,4.809536
1,0.99983853,-0.0017769057,-3.6203513e-08,8.731036
1,0.9999726,-0.00035801827,-9.594131e-10,10.504278
1,0.9999971,-4.529209e-05,-1.39334586e-11,12.74371
1,0.99998915,-0.00014055963,-2.1469196e-10,11.431515
1,0.9999918,-0.00011732307,-8.6356894e-11,11.70827
1,0.9999608,-0.00048439912,-2.2244506e-09,10.146288
1,0.99999803,-2.983971e-05,-5.576351e-12,13.139023
1,0.99999225,-0.000103356724,-1.08252046e-10,11.76799
1,0.99999785,-3.3494267e-05,-5.6414712e-12,13.0520115
1,0.9999633,-0.00045816126,-1.8345836e-09,10.212249
1,0.9999999,-2.3832777e-06,-2.6697408e-14,15.942385
1,0.99911547,-0.008263424,-1.012551e-06,7.029566
1,0.99999386,-9.1297276e-05,-4.5216584e-11,12.000797
1,0.999582,-0.0043037343,-2.2381231e-07,7.7795935
1,0.9999379,-0.00070823345,-6.3845214e-09,9.686573
1,0.9999995,-8.110798e-06,-4.462876e-13,14.55609
1,0.9997784,-0.0020953536,-9.7730194e-08,8.41437
1,0.99997526,-0.00029219117,-1.1646537e-09,10.607229
1,0.999992,-0.0001115956,-8.3853736e-11,11.737684
1,0.999993,-9.924313e-05,-6.450661e-11,11.873351
1,0.9999991,-1.32609775e-05,-1.1707374e-12,13.927482
1,0.9999742,-0.00033661042,-8.7766217e-10,10.564769
1,0.99997246,-0.00034058472,-1.1260181e-09,10.49994
1,0.99996805,-0.00039009942,-1.6070885e-09,10.351366
1,0.9998891,-0.001289574,-1.566666e-08,9.106552
1,0.9999995,-7.641115e-06,-3.075004e-13,14.55609
1,0.9999999,-2.577004e-06,-2.9955795e-14,15.942385
1,0.99995613,-0.0005459358,-2.4881865e-09,10.034258
1,0.99997014,-0.00037059357,-1.3456888e-09,10.418897
1,0.9993142,-0.0059036333,-8.852559e-07,7.2842226
1,1.0,-1.5075897e-06,-4.9676695e-15,inf
1,0.9999999,-2.9090024e-06,-4.1393396e-14,15.942385
1,0.9967153,-0.025286386,-1.6501506e-05,5.715192
1,0.9999475,-0.0005972929,-4.650299e-09,9.854423
1,0.9999973,-4.260485e-05,-9.499549e-12,12.828867
1,0.9999726,-0.00032044703,-1.4583358e-09,10.504278
1,0.99859804,-0.0113266315,-3.4266545e-06,6.5684805
1,0.99999964,-5.3883227e-06,-1.8969574e-13,14.843773
1,0.9999651,-0.00041795376,-2.0472808e-09,10.262177
1,0.9999896,-0.00013065041,-2.1279907e-10,11.476467
1,0.999996,-5.5912184e-05,-2.762476e-11,12.430836
1,0.999985,-0.00020132758,-3.0174072e-10,11.106089
1,0.9996037,-0.0036738033,-2.8507296e-07,7.8329144
1,0.99999976,-3.6427093e-06,-9.1877284e-14,15.249238
1,0.9999902,-0.00013287413,-1.3158115e-10,11.535656
1,0.999993,-0.00010233059,-5.942701e-11,11.873351
1,0.99988526,-0.0012029757,-2.4054872e-08,9.072737
1,0.99999964,-6.019336e-06,-2.249162e-13,14.843773
1,0.9999847,-0.00020804653,-3.0366215e-10,11.086441
1,0.99998665,-0.00017440801,-2.724562e-10,11.223873
1,0.9999156,-0.0009665446,-9.954214e-09,9.379857
1,0.99990344,-0.0010309987,-1.689121e-08,9.2452545
1,0.999988,-0.0001593555,-1.9643344e-10,11.332215
1,0.9996214,-0.0037924694,-1.923693e-07,7.8786287
1,0.999811,-0.0019918878,-5.13402e-08,8.573541
1,0.9997407,-0.0027848494,-8.907523e-08,8.257342
1,0.99946135,-0.0051683276,-4.2229067e-07,7.525911
1,0.99999976,-4.3869522e-06,-8.564479e-14,15.249238
1,1.0,-7.034564e-07,-0.0,inf
1,0.9999664,-0.000391741,-2.0881812e-09,10.300445
1,0.9999941,-8.621646e-05,-4.6683536e-11,12.040406
1,0.9999218,-0.0008195564,-1.2195345e-08,9.456146
1,0.999998,-2.9929924e-05,-7.1259045e-12,13.10917
1,0.99993515,-0.00076072814,-6.212483e-09,9.643371
1,0.99995834,-0.0004933298,-2.7808698e-09,10.08584
1,0.9999987,-2.0955127e-05,-2.818211e-12,13.544489
1,0.9999956,-5.983397e-05,-3.776104e-11,12.331463
1,0.99999154,-0.000116344454,-9.779419e-11,11.679697
1,0.9999939,-8.722817e-05,-5.29474e-11,12.010553
1,0.9998966,-0.0010529098,-2.1400009e-08,9.176666
1,0.9999999,-3.50946e-06,-4.338042e-14,15.942385
1,0.99985725,-0.0015401125,-3.1495677e-08,8.854251
1,0.99991006,-0.0010275035,-1.1931634e-08,9.31624
1,0.9951603,-0.036902517,-3.1184914e-05,5.3260474
1,0.99972236,-0.0029321497,-9.895134e-08,8.188913
1,0.99999845,-2.4576779e-05,-2.9832365e-12,13.377435
1,0.9995665,-0.0041987225,-2.7295718e-07,7.7431746
1,0.9999575,-0.00050252234,-2.8239746e-09,10.066009
1,1.0,-1.0817112e-06,-1.904956e-15,inf
1,0.9998549,-0.0016145996,-2.8099395e-08,8.838096
1,0.99999356,-8.700351e-05,-7.5106595e-11,11.953395
1,0.9999999,-2.95975e-06,-3.026015e-14,15.942385
1,0.9998923,-0.0012027554,-1.6332566e-08,9.136002
1,0.99999976,-4.290602e-06,-1.1017884e-13,15.249238
1,0.9999271,-0.00082372373,-8.806467e-09,9.526398
1,0.9999945,-7.664648e-05,-4.7869743e-11,12.113738
1,0.9999999,-1.7647927e-06,-1.7121912e-14,15.942385
1,0.9999973,-4.07709e-05,-1.0050031e-11,12.828867
1,0.9999995,-8.372007e-06,-3.3640349e-13,14.55609
1,0.9999323,-0.0007310249,-8.744651e-09,9.600196
1,0.9999993,-1.1539099e-05,-9.367119e-13,14.150625
1,0.99999964,-5.7804486e-06,-1.6574944e-13,14.843773
1,0.99999845,-2.4183075e-05,-2.9018899e-12,13.377435
1,0.9998865,-0.0012972654,-1.6798992e-08,9.083707
1,0.9999342,-0.00079123984,-5.614159e-09,9.628772
1,0.99999934,-9.978248e-06,-5.6743553e-13,14.237637
1,0.995915,-0.032033496,-2.281271e-05,5.4963393
1,1.0,-1.7875648e-06,-5.070131e-15,inf
1,0.9999995,-8.062998e-06,-3.5412306e-13,14.55609
1,0.9999787,-0.00025379666,-8.904001e-10,10.757775
1,0.99995434,-0.00051619834,-3.9246806e-09,9.994305
1,0.9999982,-2.7016466e-05,-5.4691755e-12,13.234333
1,0.99966335,-0.0032435586,-1.9017432e-07,7.996139
1,0.9907839,-0.06946094,-0.00010120557,4.6775413
1,0.99925953,-0.006871368,-7.7591204e-07,7.2074866
1,0.9999982,-2.674766e-05,-5.480121e-12,13.234333
1,0.9999989,-1.5156433e-05,-1.6050516e-12,13.745159
1,0.99994767,-0.0006377384,-3.7401557e-09,9.857834
1,0.99992824,-0.000836327,-7.286198e-09,9.542056
1,0.9999104,-0.001010349,-1.2294901e-08,9.320225
1,0.99999905,-1.6036329e-05,-1.1759554e-12,13.862943
1,0.99999475,-7.094263e-05,-5.3767508e-11,12.158191
1,0.9998608,-0.0015381209,-2.7463438e-08,8.879626
1,0.99999285,-9.280086e-05,-9.7557434e-11,11.848034
1,0.9990554,-0.008374992,-1.3427126e-06,6.9637885
1,0.9999993,-1.2370992e-05,-6.9185705e-13,14.150625
1,0.9992962,-0.0066608456,-6.6285224e-07,7.258296
1,0.9985965,-0.011533779,-3.0592628e-06,6.567374
1,0.9999875,-0.00016606647,-2.2511565e-10,11.288412
1,0.9999796,-0.00026260887,-5.8456606e-10,10.800701
1,0.9999801,-0.00024596901,-6.9624495e-10,10.824371
1,0.9999832,-0.00021121385,-4.8655097e-10,10.993608
1,0.99999046,-0.00013010782,-1.377436e-10,11.560349
1,0.999995,-7.047159e-05,-3.56289e-11,12.204711
1,0.9999608,-0.0004881251,-2.0656898e-09,10.146288
1,0.99998844,-0.00015930043,-1.7712162e-10,11.367662
1,0.99999905,-1.6192595e-05,-1.2514664e-12,13.862943
1,1.0,-9.2916844e-07,-0.0,inf
1,0.9999158,-0.00088759273,-1.3831578e-08,9.381978
1,0.9999341,-0.00077785744,-6.397909e-09,9.626962
1,0.9999691,-0.00040187078,-1.2136243e-09,10.385527
1,0.9999826,-0.00022538227,-4.5490842e-10,10.958761
1,0.99999964,-5.859368e-06,-1.6185913e-13,14.843773
1,0.99558794,-0.028705567,-3.842211e-05,5.418993
1,0.9999982,-2.58564e-05,-5.1661024e-12,13.234333
1,1.0,-7.649857e-07,-2.229916e-15,inf
1,0.99997914,-0.00026655212,-6.50891e-10,10.777578
1,0.99978954,-0.0021202038,-7.6260484e-08,8.465985
1,0.9999559,-0.000531117,-2.7732903e-09,10.028838
1,0.99999905,-1.3521843e-05,-1.5284334e-12,13.862943
1,0.99991906,-0.0009709586,-8.388561e-09,9.421683
1,0.9995535,-0.004492384,-2.644139e-07,7.7136283
1,0.99907887,-0.008144151,-1.2569302e-06,6.988988
1,0.99652547,-0.025005138,-2.141772e-05,5.6588144
1,0.9993007,-0.0061930176,-8.235455e-07,7.264757
1,0.99999964,-6.6260145e-06,-1.5600196e-13,14.843773
1,0.9997434,-0.0026948787,-8.94846e-08,8.267743
1,0.999474,-0.0045405175,-5.457231e-07,7.549662
1,0.9998622,-0.0014754746,-2.8873686e-08,8.889526
1,0.9999727,-0.00034989382,-9.761165e-10,10.5086355
1,0.9999963,-5.444844e-05,-1.7997902e-11,12.508394
1,0.9999793,-0.00027556153,-5.367611e-10,10.786187
1,0.9999976,-3.6843256e-05,-7.792836e-12,12.9466505
1,0.99864197,-0.011249174,-2.9366588e-06,6.6003594
1,0.99996907,-0.00037310887,-1.5035295e-09,10.383597
1,0.9997412,-0.0026065165,-1.04902064e-07,8.259183
1,0.99993354,-0.00072251004,-8.448878e-09,9.618856
1,0.99995375,-0.0005204704,-4.0474317e-09,9.981334
1,0.9999171,-0.0008968436,-1.2716816e-08,9.397672
1,0.9999043,-0.0010627077,-1.3700157e-08,9.253935
1,0.99982387,-0.0018596804,-4.7897124e-08,8.644102
1,0.9997153,-0.0030267695,-1.047803e-07,8.163889
1,0.99988616,-0.0011484792,-2.5924795e-08,9.08056
1,0.9999999,-2.3794746e-06,-2.9195403e-14,15.942385
1,0.9999971,-4.380621e-05,-1.11158955e-11,12.74371
1,0.9987893,-0.010560507,-2.0471396e-06,6.715354
1,0.99974567,-0.002440939,-1.2164952e-07,8.276611
1,1.0,-9.443534e-07,-0.0,inf
1,0.9999888,-0.0001472663,-2.1570666e-10,11.399079
1,0.99787253,-0.016733246,-7.1963836e-06,6.150693
1,0.99978405,-0.0021115488,-8.4849546e-08,8.440259
1,0.9999847,-0.00020434517,-3.082957e-10,11.086441
1,0.9999988,-1.9897636e-05,-2.5112126e-12,13.639799
1,0.9999999,-2.0542736e-06,-1.7050755e-14,15.942385
1,0.99996096,-0.0004797336,-2.1231967e-09,10.150858
1,0.9999928,-9.924639e-05,-8.1183116e-11,11.839735
1,0.99993056,-0.00079221674,-7.750039e-09,9.574986
1,0.9999783,-0.00027919316,-6.565916e-10,10.738357
1,0.9999958,-5.995625e-05,-2.8495132e-11,12.3870325
1,0.99999666,-4.971122e-05,-1.5616761e-11,12.610177
1,0.9776122,-0.10860432,-0.0010048274,3.7765968
1,0.99953675,-0.0047505414,-2.6988394e-07,7.6767864
1,0.9999988,-2.0040512e-05,-1.9197014e-12,13.639799
1,0.9996448,-0.0034107675,-2.0340838e-07,7.942519
1,0.99999785,-3.277242e-05,-6.43312e-12,13.0520115
1,0.9998964,-0.0012437806,-1.2806672e-08,9.174938
1,0.9999826,-0.00022661277,-4.3881504e-10,10.958761
1,0.9991764,-0.007138626,-1.173075e-06,7.100981
1,0.9999952,-6.839134e-05,-4.2860597e-11,12.241078
1,0.9994273,-0.004910131,-6.426437e-07,7.464608
1,0.99969524,-0.0032851053,-1.1514293e-07,8.095686
1,0.9999991,-1.4000394e-05,-9.360648e-13,13.927482
1,0.9999991,-1.3912002e-05,-9.963411e-13,13.927482
1,0.9999715,-0.00035629276,-1.1917334e-09,10.465893
1,0.99995863,-0.0005067461,-2.43129e-09,10.0930195
1,0.99991524,-0.00089977623,-1.3788702e-08,9.3756275
1,0.9998818,-0.0012203358,-2.6431243e-08,9.043048
1,0.99985445,-0.0015353488,-3.5275512e-08,8.834814
1,0.99983364,-0.001626103,-5.487562e-08,8.701211
1,0.99988294,-0.0013116881,-1.89181e-08,9.052677
1,0.9999991,-1.3280374e-05,-1.2612871e-12,13.927482
1,0.999998,-2.9585066e-05,-6.9263766e-12,13.10917
1,0.99960464,-0.003767749,-2.4365963e-07,7.8353243
1,0.999906,-0.0010981858,-1.1620465e-08,9.272159
1,0.9999999,-2.9417884e-06,-4.439961e-14,15.942385
1,0.99938256,-0.0055699605,-6.520185e-07,7.3893037
1,1.0,-5.494015e-07,-0.0,inf
1,0.9999716,-0.00035460264,-1.154419e-09,10.470086
1,0.9999471,-0.0006378555,-4.10002e-09,9.846508
1,0.998536,-0.012971339,-2.872554e-06,6.5251117
1,0.9999608,-0.00045147658,-2.8328966e-09,10.146288
1,0.9999975,-3.725768e-05,-7.863674e-12,12.897861
1,1.0,-7.9988354e-07,-0.0,inf
1,0.9999993,-1.1874418e-05,-8.9452274e-13,14.150625
1,0.9994511,-0.00487247,-5.539885e-07,7.5070467
1,0.9998418,-0.0016653836,-3.7245027e-08,8.751551
1,0.9999988,-1.664755e-05,-2.2061608e-12,13.639799
1,0.9999238,-0.00088700076,-7.862215e-09,9.482405
1,0.9998703,-0.0014487186,-2.2986292e-08,8.950159
1,0.9999567,-0.0005283014,-2.6810547e-09,10.047939
1,0.9999691,-0.0003961274,-1.2625614e-09,10.385527
1,0.9999995,-7.093055e-06,-3.6204676e-13,14.55609
1,0.99929,-0.006336322,-7.6762103e-07,7.2495203
1,0.9999831,-0.00020825736,-5.365453e-10,10.986541
1,0.99996805,-0.00039468455,-1.4997918e-09,10.351366
1,0.9999928,-0.00010378377,-6.672204e-11,11.839735
1,0.9972332,-0.02318701,-9.6743415e-06,5.8872976
1,0.9999958,-5.6881618e-05,-3.4770124e-11,12.3870325
1,0.98754424,-0.082264915,-0.00021257071,4.373038
