correctness,confidence,entropy,modified entropy,scaled logits
1,0.99983346,-0.0016718988,-5.1269595e-08,8.700136
1,0.99997985,-0.00025873975,-6.1502364e-10,10.812467
1,0.9998912,-0.0011837706,-1.7631727e-08,9.126088
1,0.9999995,-7.39115e-06,-3.270022e-13,14.55609
1,0.9999357,-0.00074518763,-6.0308336e-09,9.651678
1,0.9998673,-0.0014173788,-2.8914158e-08,8.927438
1,0.9999971,-4.4796634e-05,-1.2433847e-11,12.74371
1,0.99997854,-0.00028042184,-6.213421e-10,10.749407
1,0.99834305,-0.012432732,-5.4014045e-06,6.4011188
1,0.9999817,-0.00024168595,-4.6399257e-10,10.908667
1,0.9999616,-0.0004512816,-2.4401072e-09,10.167795
1,0.99455684,-0.039085343,-4.3583626e-05,5.207938
1,0.9999898,-0.00013465522,-1.6659557e-10,11.493858
1,0.999995,-7.222811e-05,-3.269428e-11,12.204711
1,0.9999819,-0.00023272543,-5.01144e-10,10.918487
1,0.9999004,-0.0010872775,-1.687247e-08,9.214255
1,0.99998873,-0.00015361539,-1.7289549e-10,11.393774
1,0.9991242,-0.007419344,-1.378774e-06,7.03953
1,1.0,-1.3456507e-07,-0.0,inf
1,0.99997765,-0.00027632923,-8.6062873e-10,10.708584
1,0.99972296,-0.0025992966,-1.481882e-07,8.191063
1,0.99974674,-0.0024054418,-1.2367072e-07,8.28084
1,0.99998736,-0.00017577659,-1.9756762e-10,11.278934
1,0.9999995,-7.1783475e-06,-4.126619e-13,14.55609
1,0.99999905,-1.5717393e-05,-1.726799e-12,13.862943
1,0.9999757,-0.00030748313,-8.402524e-10,10.624241
1,0.99961144,-0.0038429657,-2.2439826e-07,7.8526673
1,0.99954706,-0.004157005,-3.5365198e-07,7.6993074
1,0.9997725,-0.0024492198,-6.654422e-08,8.388084
1,0.9998324,-0.0018770872,-3.60263e-08,8.693713
1,0.99999493,-7.01368e-05,-4.271593e-11,12.192876
1,0.99999785,-3.3573477e-05,-5.6318812e-12,13.0520115
1,0.99997187,-0.0003310634,-1.4814632e-09,10.478525
1,0.9999976,-3.3633933e-05,-1.0621615e-11,12.9466505
1,0.9998446,-0.0016587698,-3.5636603e-08,8.769422
1,1.0,-4.4612324e-07,-0.0,inf
1,0.9984363,-0.01283629,-3.6510426e-06,6.459118
1,0.99999523,-6.826593e-05,-3.0086236e-11,12.253501
1,0.9997588,-0.002291722,-1.1325564e-07,8.32956
1,0.99978834,-0.0020635233,-8.479568e-08,8.460336
1,0.9999995,-6.1920114e-06,-3.1862745e-13,14.55609
