correctness,confidence,entropy,modified entropy,scaled logits
1,0.9999651,-0.00039508054,-2.4279312e-09,10.262177
1,0.9999616,-0.000442614,-2.7392082e-09,10.167795
1,0.9999968,-4.6276717e-05,-1.602493e-11,12.646545
1,0.9996434,-0.003699877,-1.7166369e-07,7.9384985
1,0.9999995,-6.726392e-06,-2.8765697e-13,14.55609
1,0.9999969,-4.611545e-05,-1.2357067e-11,12.684285
1,0.99999654,-4.9247756e-05,-2.0070466e-11,12.575086
1,0.99977845,-0.0022596694,-7.743299e-08,8.4146385
1,0.9999941,-8.6304295e-05,-4.4947376e-11,12.040406
1,0.9999693,-0.0003911745,-1.2529496e-09,10.391335
1,0.9999983,-2.4609037e-05,-5.2149812e-12,13.268235
1,0.9999995,-7.0071055e-06,-2.937116e-13,14.55609
1,0.99859965,-0.01208952,-2.7318742e-06,6.5696306
1,0.99971104,-0.003189605,-9.7979914e-08,8.148922
1,0.9999988,-1.8519635e-05,-2.8491614e-12,13.639799
1,0.9999939,-8.659744e-05,-5.1149293e-11,12.010553
1,0.9999685,-0.0004049309,-1.2929986e-09,10.366405
1,0.9989368,-0.009093048,-1.8414192e-06,6.845382
1,0.9982675,-0.0132423155,-5.6366152e-06,6.3564396
1,0.9995578,-0.004566096,-2.5034979e-07,7.7232904
1,0.99991816,-0.0009744064,-8.501323e-09,9.410697
1,0.99999905,-1.7727654e-05,-1.1432571e-12,13.862943
1,0.99999905,-1.5381785e-05,-1.421095e-12,13.862943
1,0.9999689,-0.00036242782,-1.8364343e-09,10.377833
1,0.9996585,-0.0032002365,-2.1058563e-07,7.9818945
1,0.9999952,-7.103594e-05,-3.16817e-11,12.241078
1,0.9970007,-0.02370214,-1.2561387e-05,5.8063707
1,0.9998893,-0.0011723941,-2.1173225e-08,9.108704
1,1.0,-2.2808544e-07,-0.0,inf
1,0.99999666,-4.712145e-05,-1.8071843e-11,12.610177
1,0.9999926,-0.00010207008,-8.184188e-11,11.815244
1,0.9999665,-0.00041222558,-1.604698e-09,10.303997
1,0.99997294,-0.00034365396,-1.0387337e-09,10.517408
1,0.99519086,-0.0376882,-2.9758357e-05,5.332416
1,0.999985,-0.00020485208,-2.8040803e-10,11.106089
1,0.99995065,-0.0005855349,-3.536371e-09,9.91647
1,0.99991775,-0.0008725871,-1.3027711e-08,9.405611
1,0.9999958,-5.9881673e-05,-2.4614774e-11,12.3870325
1,0.99999857,-2.2781136e-05,-2.9565024e-12,13.457478
1,0.9999071,-0.0010151201,-1.4902726e-08,9.28364
1,0.999856,-0.0014963953,-3.591769e-08,8.84552
1,0.9999957,-6.48069e-05,-2.2685192e-11,12.358862
1,0.9999969,-4.4794255e-05,-1.855299e-11,12.684285
1,0.9997147,-0.0029648114,-1.1089605e-07,8.161588
1,0.9999995,-8.118218e-06,-4.4731948e-13,14.55609
1,0.9999856,-0.0001950742,-2.7909802e-10,11.14658
1,0.9998926,-0.0012675803,-1.4337772e-08,9.138773
1,0.99998724,-0.00016702074,-2.405063e-10,11.269544
1,0.9999045,-0.001089673,-1.2133247e-08,9.256429
1,0.9999969,-4.468743e-05,-1.4939822e-11,12.684285
1,0.99999976,-5.216852e-06,-7.787094e-14,15.249238
1,0.9999909,-0.00013009667,-1.0557313e-10,11.605085
1,0.9999989,-1.7476057e-05,-1.8006139e-12,13.745159
1,0.9989428,-0.00937909,-1.5896245e-06,6.8510666
1,0.999897,-0.00114986,-1.4969238e-08,9.18071
1,0.9999863,-0.00018547534,-2.651315e-10,11.197439
1,0.9998452,-0.0016917036,-3.4667114e-08,8.773265
1,0.99999034,-0.00012434616,-1.7455086e-10,11.547926
1,0.9999939,-8.958282e-05,-4.8722675e-11,12.010553
1,0.99678564,-0.025258426,-1.5222839e-05,5.736908
1,0.99993193,-0.00081585016,-6.2733148e-09,9.594928
1,0.99999934,-8.939242e-06,-6.002101e-13,14.237637
1,0.9999374,-0.00075720425,-5.0716573e-09,9.678925
1,0.999964,-0.00046067385,-1.6903693e-09,10.231922
1,0.9999161,-0.00096462,-1.0000706e-08,9.385523
1,0.9981504,-0.01376597,-6.660981e-06,6.290939
1,0.9999726,-0.00034028108,-1.20047e-09,10.504278
1,0.9986671,-0.011196996,-2.7063816e-06,6.61908
1,0.99996614,-0.00043399536,-1.4437223e-09,10.293377
1,0.99998283,-0.00020792783,-5.728522e-10,10.972555
1,0.99997616,-0.00030345324,-8.3809315e-10,10.644044
1,0.99994427,-0.00063156,-5.35456e-09,9.79493
1,0.9995817,-0.004064825,-2.6751243e-07,7.7788806
1,0.999995,-7.31596e-05,-3.4048573e-11,12.204711
