Train loss	Train acc	Test loss	Test acc
0.7148875313200009	0.7746	0.28734126653830716	0.9124
0.45694792840131526	0.8574	0.22146720489024357	0.9348
0.3764211238379691	0.8823	0.198791484947607	0.9396
0.32428146756378706	0.8941	0.17659938112375842	0.946
0.28389141001519125	0.907	0.1765711462231958	0.9463
0.24759475398025696	0.9229	0.15715093272411898	0.9541
0.2430056436758512	0.9252	0.18592026993442493	0.9451
0.2207966830320419	0.9306	0.15602156598192113	0.9525
0.19887792917004057	0.9375	0.15728016386318738	0.9511
0.1975978854213171	0.9374	0.14468724968706725	0.9579
0.17974683644760187	0.9451	0.15444266512266294	0.9554
0.18360551179736662	0.9417	0.1538651828138027	0.9536
0.17545061225107142	0.9436	0.15315893165779057	0.9555
0.1692944981608611	0.9462	0.1472039360042875	0.9566
0.14842274694875546	0.9549	0.15629305955093759	0.9551
0.1469639716136038	0.9559	0.14943273707180266	0.9569
0.1509000460860456	0.9539	0.14578413562315284	0.9587
0.15180415987588797	0.9512	0.1394126390249344	0.9603
0.13628091882605842	0.9562	0.1426023854547815	0.9588
0.1432213203115448	0.9536	0.14666774075561365	0.9563
0.1398552298830573	0.957	0.148705897476097	0.9575
0.13135668484695778	0.9584	0.14385040422788803	0.9582
0.13259107238096987	0.959	0.14905534186667413	0.9573
0.12712314679839049	0.9612	0.141814903298298	0.9594
0.1310560387695671	0.9569	0.1448552475880333	0.959
0.12026335108004937	0.9646	0.1445259521581873	0.9586
0.12103402130543046	0.9626	0.14453863432470732	0.9578
0.11381668128239311	0.9626	0.1431382576620598	0.9579
0.11601718812943644	0.9646	0.1588732559815239	0.9559
0.11614680464622701	0.9642	0.13940672109283175	0.9608
0.10871033611037074	0.9644	0.1462605841944267	0.9585
0.10817753980648082	0.9663	0.14215566876053715	0.9602
0.10985482866122465	0.9668	0.15682992864115414	0.9558
0.10787823515689107	0.9672	0.15211957992368919	0.9566
0.10223064529501898	0.9662	0.15749830520077115	0.9569
0.09974878814047689	0.9692	0.1423238137481841	0.9589
0.10385463430077597	0.9664	0.15651554298426978	0.9561
0.10264273375201567	0.9681	0.1452201104805965	0.9589
0.09377610598317092	0.9687	0.1460027236885919	0.9599
0.09337909857795876	0.9703	0.15429620001061706	0.9576
0.09399746055863085	0.9725	0.1479798123124797	0.9613
0.10516941703998359	0.9663	0.14257504485968714	0.96
0.1096476106340908	0.965	0.14493529153928444	0.9604
0.10060214470763496	0.97	0.14000103240654727	0.9608
0.09848737903532519	0.9685	0.1447306409875631	0.9594
0.09181224952517136	0.9691	0.14376305987032215	0.9614
0.0914417085931844	0.9708	0.14653690544603643	0.96
0.09406196938198842	0.9701	0.1382214559485341	0.963
0.08792248407710984	0.9714	0.1503316771526744	0.96
0.09069056655309952	0.9708	0.15424870838156077	0.9554
