Train loss	Train acc	Test loss	Test acc
0.8901137557758647	0.7079	0.2940266380074677	0.91
0.5843002143179535	0.8094	0.24193506210947494	0.9265
0.48027436283363656	0.8415	0.22499888769950077	0.9329
0.44310877087769235	0.8564	0.2087480779855874	0.9346
0.37545529605856365	0.8802	0.2001875593760021	0.9389
0.35286596664197883	0.8828	0.2024181710235822	0.9383
0.33432245506033015	0.8953	0.1821720765274801	0.9429
0.31454509349575466	0.9001	0.1707602306417409	0.9505
0.28532303039245543	0.9075	0.16463153653890844	0.9521
0.2692600636725213	0.9129	0.16224338619074055	0.9515
0.267497007444406	0.9134	0.1644586804589838	0.9515
0.25199923417560616	0.9169	0.15474207551592284	0.956
0.23993857715065312	0.9232	0.1592763033784499	0.9533
0.2284986893676079	0.9256	0.1656099382645575	0.9491
0.22965608731766415	0.9276	0.15596049703705084	0.9546
0.21792345370646496	0.93	0.1541963914990615	0.9577
0.20455731684638626	0.9335	0.16959379592637538	0.9489
0.20322986208139712	0.9333	0.1502678216595179	0.9552
0.21200380123155133	0.9331	0.16659404170124015	0.9514
0.215079432578793	0.9298	0.15437473605867405	0.9548
0.20085933844849563	0.9344	0.15832411223180165	0.9556
0.1934261541742428	0.938	0.1485461745245062	0.9565
0.18378645601640842	0.9409	0.14969236347349776	0.9567
0.17818539518459586	0.9435	0.15003626887941626	0.9579
0.17820462192984143	0.9446	0.14681433342919228	0.9566
0.18056417994533375	0.9424	0.15214528071035624	0.9538
0.17187731753394103	0.944	0.15495681318389193	0.9548
0.17615805203273038	0.9433	0.15320886840011663	0.9543
0.1765273752129951	0.9438	0.14870699797015471	0.9582
0.1600481526819384	0.9497	0.13957536475922747	0.9624
0.16096447563617472	0.9494	0.15977719126886147	0.9548
0.15658077036451762	0.9473	0.14845145819412106	0.9577
0.16395347994888665	0.9446	0.1502262223215335	0.9566
0.16832292957860193	0.9469	0.15666439197957516	0.9549
0.16610951709804261	0.947	0.1446948357009489	0.9569
0.16288208569975415	0.9464	0.14379971997017504	0.9589
0.16542864374958785	0.9484	0.15147578861611855	0.958
0.1591774978953752	0.9511	0.1528324044671408	0.957
0.1565844171745762	0.9495	0.1546656528286114	0.9555
0.15130976543637217	0.9528	0.14681118955705197	0.9584
0.15146455007373907	0.9513	0.14044948457443648	0.9617
0.14190893386532166	0.9542	0.14810445675163703	0.9596
0.1465498472142751	0.9513	0.1480721896188037	0.9591
0.15073693430964735	0.9499	0.149309889665526	0.9601
0.14849159527261546	0.9541	0.14649289301566923	0.9606
0.14870403287932277	0.952	0.15536343115292917	0.9565
0.1367090888867143	0.9537	0.15112255281727216	0.9596
0.1342191088731122	0.9575	0.13991152765347983	0.9628
0.14025129492922572	0.9561	0.1400195140670392	0.9604
0.1351338251060836	0.9569	0.13750678671606978	0.9615
