Train loss	Train acc	Test loss	Test acc
0.3389506834517619	0.8971	0.21474429312500226	0.9365
0.13713909590699871	0.9575	0.19065083611970116	0.9425
0.08430253692374677	0.9736	0.1602024558967181	0.9525
0.05073386709840529	0.9825	0.15858550027463655	0.9536
0.03115091673958643	0.9907	0.14635982597246766	0.959
0.028392139227562556	0.9908	0.14569386496997563	0.9617
0.02409319258606429	0.993	0.14099780108726281	0.9637
0.0185239183023916	0.9945	0.14395971211106487	0.9635
0.00984559221501658	0.9983	0.1360258765090079	0.9646
0.013499906619900992	0.9967	0.15098891361649178	0.9592
0.0193874889934305	0.9944	0.14885675851151844	0.9644
0.01020398920262529	0.9975	0.1458670275877556	0.9623
0.019599588202300726	0.9938	0.1565286548063752	0.9589
0.011268852233173397	0.9974	0.14534022254909382	0.9631
0.0136339162338442	0.9962	0.15527046452481064	0.9618
0.010504419339974974	0.9981	0.14344091399218353	0.9654
0.0059520780936752555	0.9995	0.139682861406669	0.9651
0.02006794664538673	0.9949	0.16252288074458054	0.9604
0.015048232561668417	0.9953	0.15202519373677575	0.9613
0.0048507614923970314	0.9992	0.1373247489849236	0.9658
0.0027764180828453856	0.9995	0.1346031081696652	0.9654
0.0029354440120633123	0.9995	0.136582758198685	0.9662
0.005746126304225623	0.9991	0.13670179025814305	0.9661
0.012340993374463016	0.9969	0.14412622394894434	0.9645
0.006674564043860764	0.9983	0.14819949875889007	0.9627
0.0054617245187745635	0.9986	0.15280238045624214	0.9619
0.003325704741643914	0.9994	0.14498676810410632	0.9636
0.002511459174821788	0.9996	0.14210576472498454	0.9649
0.0015318978159461515	1.0	0.1380399004194758	0.9656
0.0032484695083828	0.9994	0.14757298779707984	0.9639
0.0027614093100530495	0.9995	0.13648228127929043	0.9656
0.0009567710644399427	1.0	0.13580670171294207	0.9666
0.001874405169734586	0.9996	0.13738757338757465	0.9663
0.003809401454314275	0.9997	0.1382274541300929	0.9651
0.005311340416720801	0.9987	0.14550008853729873	0.9643
0.0022718999856470483	0.9997	0.1381375163023888	0.9638
0.0013811183068419327	0.9999	0.13333425975729457	0.9665
0.0019725362611207873	0.9997	0.1355328105240289	0.9653
0.0010607774627738288	1.0	0.13854121514240125	0.965
0.0009256455267147031	1.0	0.13537985620171925	0.9653
0.0009851096282586318	1.0	0.13899845458940857	0.9644
0.0007754047703410196	1.0	0.13468741762520786	0.9665
0.00102073752568222	1.0	0.13387943464694663	0.9664
0.0007490230583608785	1.0	0.13247974045688857	0.9674
0.0007219141266982747	0.9999	0.12917236152704165	0.9683
0.0006419570522348005	1.0	0.1320418757560758	0.9669
0.001433599684654385	0.9999	0.13301878245058024	0.9661
0.005017891198757792	0.9991	0.13514418422005728	0.9669
0.002626078697529497	0.9993	0.13506333500363382	0.9651
0.0015467453872559556	1.0	0.13549413294368276	0.9659
