Train loss	Train acc	Test loss	Test acc
0.5073174675274047	0.8479	0.24034711645002577	0.9286
0.307279452301894	0.9057	0.18727757741406464	0.9433
0.23320913699212348	0.9308	0.1698230725896966	0.9487
0.17719894986908147	0.9453	0.14766123419283492	0.9563
0.1681500258647902	0.9493	0.1637387631615256	0.9496
0.1481389934315708	0.9566	0.1437695739838253	0.9562
0.1534092136818892	0.9541	0.14979222922579974	0.9548
0.12071377059124458	0.9612	0.14365236279643645	0.9562
0.11460964696090313	0.9644	0.14775983313288374	0.9573
0.10818645753749427	0.9647	0.1396767332509255	0.9594
0.10005319303577873	0.9696	0.13462833337972213	0.9604
0.09576006348179594	0.972	0.13568527605028669	0.9612
0.09393018377932963	0.971	0.1431038191054123	0.9584
0.08714869271987563	0.9731	0.1318643333384423	0.962
0.08487939349654469	0.9769	0.13667934120389497	0.9602
0.08144849755617369	0.9752	0.13463864445828708	0.9618
0.0749368846036826	0.9755	0.14412768745415244	0.9575
0.06815531252806259	0.9789	0.13930213643804454	0.9611
0.07164057150222124	0.9784	0.14552825651944254	0.9593
0.07277901013304663	0.9796	0.13465587380876065	0.9619
0.0729234125316855	0.9776	0.13672274540053905	0.9625
0.07349389245745483	0.977	0.1322833846358784	0.9626
0.06697723437634528	0.9785	0.12984622471556542	0.9635
0.06505835786681313	0.9799	0.13190225987534993	0.9634
0.07166427924671466	0.98	0.1405518977698176	0.9621
0.07236892871475618	0.9772	0.13417533405160734	0.964
0.05925720031847762	0.9834	0.13033435014847689	0.9643
0.060119878693489705	0.9799	0.14124163736590736	0.9607
0.05252449150244664	0.9858	0.13772700084996214	0.9615
0.06153671907344062	0.9823	0.12845550074870846	0.9648
0.051256758797095174	0.9836	0.13758450898617672	0.9618
0.050371215569009635	0.9827	0.1409860567240175	0.9621
0.05110215494530809	0.9839	0.1437789110962159	0.962
0.051786324704825214	0.9847	0.141506771113246	0.9624
0.051640736079288374	0.9853	0.12714504011740588	0.9645
0.05665707319476612	0.9831	0.13344202074593017	0.9637
0.05455346369469289	0.9833	0.13877365597342822	0.9644
0.04987099386564794	0.9844	0.13737944251365342	0.9637
0.060239331824200784	0.9819	0.13668986715177656	0.9616
0.06161559694987918	0.9831	0.14243952291654305	0.961
0.06034622103224989	0.9811	0.1358964856955739	0.9619
0.052519648601330675	0.9836	0.13862908553446282	0.9615
0.05201449394255734	0.9858	0.1346780695354827	0.9631
0.057273734307545385	0.9809	0.13177241570802678	0.9643
0.04996494799674411	0.9851	0.1328122135545394	0.9639
0.04447092218280052	0.9861	0.128972285828304	0.9653
0.048584601822588	0.9857	0.13227605476388174	0.964
0.05410106094838802	0.9818	0.14105494688398496	0.9622
0.052036346029416085	0.9841	0.13365738942795047	0.9632
0.04316640889292856	0.9877	0.13908208017593404	0.9635
