Train loss	Train acc	Test loss	Test acc
0.5985585595392118	0.8171	0.25001006179554447	0.9242
0.38361250756272847	0.8801	0.18235416686648775	0.9441
0.29203618422245525	0.9062	0.18335121684962777	0.9421
0.26001027829138335	0.9185	0.1683382419038825	0.9503
0.2135191875373482	0.9306	0.15149750190365846	0.9565
0.2131994639042836	0.9337	0.14758559569099527	0.956
0.18980742884194776	0.9405	0.1687141759617693	0.9512
0.17028072934336724	0.9459	0.14610323710900963	0.9574
0.16599811414244828	0.9484	0.1521741025932845	0.9519
0.15695465891177107	0.9521	0.14587779570323456	0.9556
0.1552784339862929	0.9502	0.13791562891179684	0.9602
0.13821893607734875	0.9569	0.14316320549222125	0.9593
0.12613526411105397	0.9594	0.1390322757896724	0.9615
0.12740954526575507	0.9594	0.14817072397726735	0.9559
0.1305441709626822	0.9606	0.13889436042203218	0.9593
0.1242681007689921	0.9591	0.13597386115183163	0.9612
0.1204012625963445	0.9618	0.14800571470230722	0.9596
0.10668017779874384	0.9673	0.14909808677443226	0.9578
0.11086816427291958	0.9641	0.14126938789679555	0.9617
0.11324354749955949	0.9647	0.13417850504925913	0.962
0.10304265880399639	0.9679	0.13039570052775845	0.9628
0.09847641177178854	0.9681	0.14105980597943613	0.9596
0.09863958606840509	0.9693	0.13683313172263134	0.9618
0.089180840926755	0.9726	0.13345396035546614	0.9631
0.09614746501538785	0.9692	0.13593437449389678	0.9628
0.09652603895753432	0.9698	0.14152706659304062	0.958
0.09121962413073155	0.9705	0.13921677456148396	0.9615
0.082974584693101	0.9736	0.13507256853530647	0.962
0.08582979378996382	0.9743	0.14592836809397977	0.9612
0.08958365939925336	0.9714	0.133689948814405	0.9645
0.09028715323834757	0.9719	0.14409810857948177	0.9603
0.09135514292510072	0.9718	0.14417156874303036	0.961
0.08630798835971742	0.9736	0.1432584130878495	0.9622
0.07778835463319804	0.9742	0.1314769148949688	0.9646
0.08438227517874378	0.9745	0.14264551853867852	0.9602
0.06973737089117621	0.9787	0.13807881067753147	0.9632
0.0700752853688778	0.9785	0.14277277098876678	0.9634
0.07695366762531032	0.9757	0.14019139431369532	0.9641
0.07192680208831076	0.9769	0.14001248408461903	0.9609
0.0715085236521758	0.9788	0.13583429236110348	0.9638
0.08037443118241087	0.9753	0.13898245401377937	0.9652
0.08274447448421152	0.975	0.14615471572407587	0.9617
0.0893793911376529	0.9726	0.13914402745809454	0.9641
0.08861265116768657	0.9736	0.13626784452972757	0.9635
0.07964933173030994	0.9745	0.13696206924149612	0.9624
0.07098535738683714	0.9783	0.13737528623455458	0.9636
0.07244619884480764	0.9774	0.13904927167626227	0.9633
0.0744012002625568	0.9756	0.14132352136846654	0.9638
0.07302109428509405	0.9769	0.1392275014548165	0.962
0.07143285572321219	0.9783	0.1332556786531713	0.9644
